vessel,begin_date,end_date,begin_port_id,end_port_id
26,2019-07-16 02:47:11,2019-08-01 09:30:58,114,147
26,2019-08-02 10:31:38,2019-08-18 19:46:50,147,23
26,2019-08-20 03:42:46,2019-09-09 03:46:40,23,147
26,2019-09-10 11:45:30,2019-09-25 22:44:48,147,79
26,2019-09-27 02:45:01,2019-10-17 04:26:38,79,147
27,2019-01-30 06:52:00,2019-02-14 13:58:00,7,104
27,2019-02-15 13:55:00,2019-03-01 10:56:00,104,63
27,2019-03-02 04:29:00,2019-04-26 19:34:59,63,11
27,2019-04-27 20:35:37,2019-05-03 17:29:40,11,92
27,2019-05-05 00:05:53,2019-05-09 07:31:42,92,121
27,2019-05-11 18:59:32,2019-05-13 20:51:33,121,54
27,2019-05-15 11:45:03,2019-06-10 17:41:14,54,91
27,2019-06-12 07:17:05,2019-06-27 08:43:02,91,83
27,2019-07-05 14:51:39,2019-07-07 23:43:19,83,138
27,2019-07-15 10:32:31,2019-07-16 20:55:08,138,83
27,2019-07-21 13:31:43,2019-07-23 17:42:15,83,138
27,2019-07-28 01:31:46,2019-08-25 23:53:21,138,114
27,2019-08-30 05:54:23,2019-09-21 05:56:08,114,57
27,2019-09-22 13:30:24,2019-10-11 05:46:51,57,54
27,2019-10-12 17:53:04,2019-10-22 20:57:13,54,30
27,2019-10-23 23:48:23,2019-10-30 14:50:55,30,54
27,2019-10-30 16:29:56,2019-11-19 12:01:11,54,91
28,2019-01-10 22:59:00,2019-01-23 16:44:00,91,44
28,2019-04-09 13:26:39,2019-04-29 07:23:06,44,91
28,2019-04-30 16:25:19,2019-05-10 01:30:00,91,144
28,2019-05-11 08:55:37,2019-06-04 08:31:44,144,91
28,2019-06-05 18:59:57,2019-06-27 10:31:25,91,114
28,2019-06-29 04:32:25,2019-07-24 11:51:21,114,91
28,2019-07-26 04:30:57,2019-08-03 23:53:16,91,36
28,2019-08-04 23:52:54,2019-08-17 20:45:55,36,91
28,2019-08-19 05:44:50,2019-09-13 22:57:38,91,174
28,2019-09-17 08:59:04,2019-10-10 09:18:44,174,91
28,2019-10-12 01:31:10,2019-10-23 04:29:11,91,144
28,2019-10-24 05:55:57,2019-11-06 16:53:01,144,91
28,2019-11-08 00:55:30,2019-11-24 21:09:41,91,44
28,2019-11-25 12:38:36,2019-12-10 06:35:43,44,91
29,2019-01-08 06:18:00,2019-01-26 09:13:00,147,23
29,2019-01-27 13:46:00,2019-02-14 14:47:00,23,147
29,2019-02-15 13:57:00,2019-03-05 07:44:00,147,23
29,2019-03-06 07:48:00,2019-03-25 00:13:00,23,147
29,2019-05-09 10:31:29,2019-05-27 02:40:42,147,23
29,2019-05-28 02:43:09,2019-06-14 07:31:07,23,147
29,2019-07-30 01:32:03,2019-08-17 01:30:36,147,54
29,2019-08-20 01:31:19,2019-09-17 04:11:32,54,147
29,2019-09-19 01:19:16,2019-10-05 23:30:20,147,35
29,2019-10-07 04:28:04,2019-10-25 04:02:29,35,147
30,2019-01-27 07:59:00,2019-02-12 10:14:00,91,82
30,2019-02-13 10:59:00,2019-03-09 22:38:00,82,138
30,2019-03-18 09:59:00,2019-03-30 12:57:00,138,46
30,2019-03-31 13:26:52,2019-04-13 07:04:54,46,160
30,2019-04-15 13:25:43,2019-05-02 20:40:55,160,136
30,2019-05-03 23:49:05,2019-05-17 02:50:12,136,138
30,2019-05-18 11:56:57,2019-06-04 20:54:44,138,136
30,2019-06-06 11:49:03,2019-07-11 10:32:00,136,160
30,2019-07-12 14:52:59,2019-07-22 18:55:27,160,120
30,2019-07-23 17:42:31,2019-08-03 16:30:38,120,138
30,2019-08-05 01:32:07,2019-09-16 10:27:52,138,35
30,2019-09-18 20:56:55,2019-10-08 05:34:26,35,91
30,2019-10-10 04:31:26,2019-11-02 04:30:53,91,54
30,2019-11-05 06:45:53,2019-11-17 21:46:28,54,29
31,2019-01-05 22:50:00,2019-01-21 07:59:00,138,82
31,2019-01-22 22:59:00,2019-02-05 12:57:00,82,10
31,2019-02-07 15:50:00,2019-02-15 01:14:00,10,93
31,2019-02-18 19:50:00,2019-02-25 10:58:00,93,138
31,2019-02-26 22:43:00,2019-02-28 16:45:00,138,83
31,2019-03-07 22:46:00,2019-03-09 16:45:00,83,138
31,2019-03-12 21:45:00,2019-04-09 22:56:49,138,11
31,2019-04-11 01:21:49,2019-05-07 02:54:48,11,57
31,2019-05-08 07:30:47,2019-05-29 02:49:45,57,54
31,2019-06-02 02:54:33,2019-06-08 00:52:48,54,32
31,2019-06-11 23:46:14,2019-06-29 10:28:42,32,54
31,2019-06-30 01:31:18,2019-07-20 09:59:40,54,91
31,2019-07-21 13:32:32,2019-08-11 13:26:11,91,35
31,2019-08-12 20:54:56,2019-09-05 01:31:44,35,91
31,2019-09-06 04:32:09,2019-09-19 08:57:01,91,44
31,2019-09-20 11:48:51,2019-10-06 14:55:21,44,138
31,2019-10-09 14:50:51,2019-11-08 00:41:03,138,126
31,2019-11-10 15:44:03,2019-12-09 03:51:17,126,54
32,2019-01-24 22:50:00,2019-02-17 14:16:00,54,91
32,2019-02-18 16:52:00,2019-02-27 19:44:00,91,87
32,2019-02-28 22:27:00,2019-03-16 20:39:00,87,91
32,2019-03-18 09:50:00,2019-04-13 01:14:54,91,35
32,2019-04-14 07:19:20,2019-05-01 17:42:21,35,91
32,2019-05-02 18:59:54,2019-05-26 02:54:44,91,45
32,2019-05-27 20:50:28,2019-06-25 04:31:24,45,91
32,2019-06-26 23:49:40,2019-07-24 20:51:35,91,48
32,2019-07-25 20:50:37,2019-08-02 11:49:56,48,54
32,2019-08-03 01:31:33,2019-08-24 01:29:57,54,91
32,2019-08-25 05:50:04,2019-09-13 04:11:37,91,35
32,2019-09-14 05:09:53,2019-09-23 04:32:14,35,54
32,2019-10-14 17:51:02,2019-12-07 03:13:22,54,91
33,2019-01-09 22:58:00,2019-01-22 10:58:00,32,154
33,2019-01-23 04:55:00,2019-02-07 22:46:00,154,104
33,2019-02-09 05:53:00,2019-02-24 03:59:00,104,149
33,2019-02-26 19:59:00,2019-03-16 18:28:00,149,32
33,2019-03-18 09:46:00,2019-03-27 06:58:00,32,76
33,2019-03-28 09:59:00,2019-04-07 11:40:55,76,73
33,2019-04-08 13:01:07,2019-04-24 00:35:51,73,98
33,2019-04-24 22:26:48,2019-05-23 02:51:36,98,57
33,2019-05-24 07:31:27,2019-07-09 02:21:53,57,91
33,2019-07-10 08:46:41,2019-07-29 23:49:43,91,54
33,2019-07-30 18:58:44,2019-08-04 19:56:19,54,7
33,2019-08-05 18:59:58,2019-08-31 08:50:30,7,138
33,2019-09-01 20:47:04,2019-09-21 23:36:44,138,84
33,2019-09-24 03:40:17,2019-10-12 18:57:02,84,138
33,2019-10-14 17:50:56,2019-10-20 02:52:41,138,10
33,2019-10-22 04:31:17,2019-11-19 05:21:00,10,34
33,2019-11-20 08:32:35,2019-11-22 21:41:31,34,22
33,2019-11-24 00:44:31,2019-12-04 09:48:50,22,104
34,2019-01-24 07:49:00,2019-03-02 04:42:00,82,35
34,2019-03-03 07:47:00,2019-03-30 10:10:12,35,10
34,2019-04-01 07:26:12,2019-04-27 23:17:12,10,149
34,2019-04-29 20:57:27,2019-05-07 04:36:33,149,54
34,2019-05-08 07:31:27,2019-05-29 04:30:29,54,91
34,2019-05-30 08:42:06,2019-06-19 16:30:16,91,54
34,2019-06-22 17:44:41,2019-07-15 05:26:31,54,91
34,2019-07-16 10:30:53,2019-07-25 07:29:45,91,140
34,2019-07-27 08:49:28,2019-08-04 08:41:12,140,10
34,2019-08-07 17:48:21,2019-08-22 01:26:38,10,20
34,2019-08-22 20:41:00,2019-09-08 17:43:17,20,91
34,2019-09-10 04:49:08,2019-10-08 08:33:21,91,35
34,2019-10-10 06:01:56,2019-10-30 10:25:33,35,91
34,2019-10-31 10:29:48,2019-11-26 21:44:47,91,111
35,2019-01-11 16:47:00,2019-02-12 13:46:00,160,15
35,2019-02-14 13:55:00,2019-03-07 10:43:00,15,138
35,2019-03-08 16:47:00,2019-04-09 16:19:12,138,54
35,2019-06-01 02:49:03,2019-06-22 04:31:04,54,80
35,2019-06-26 04:31:57,2019-07-25 10:32:14,80,160
35,2019-07-26 18:59:48,2019-08-08 16:29:30,160,134
35,2019-08-08 17:29:25,2019-08-22 23:44:56,134,138
35,2019-08-24 01:32:12,2019-09-04 17:48:39,138,120
35,2019-09-05 17:38:30,2019-09-19 13:31:21,120,160
35,2019-09-20 16:31:14,2019-10-31 23:47:44,160,136
35,2019-11-01 20:46:13,2019-11-17 17:31:18,136,160
35,2019-11-19 11:30:35,2019-12-20 21:49:32,160,38
36,2019-01-10 13:51:00,2019-01-29 10:55:00,10,96
36,2019-02-06 13:55:00,2019-02-19 01:59:00,96,10
36,2019-02-20 16:50:00,2019-02-27 04:48:00,10,140
36,2019-03-02 13:57:00,2019-03-08 19:44:00,140,10
36,2019-03-11 15:51:00,2019-03-26 21:34:00,10,96
36,2019-04-03 07:23:54,2019-04-18 13:30:32,96,10
36,2019-04-23 13:28:08,2019-05-07 04:37:18,10,96
36,2019-05-08 13:32:28,2019-05-26 17:42:40,96,97
36,2019-05-29 08:54:12,2019-07-07 23:51:53,97,54
36,2019-07-08 07:31:54,2019-07-11 10:33:20,54,121
36,2019-07-12 13:33:37,2019-07-21 01:13:07,121,99
36,2019-07-22 04:30:56,2019-07-31 23:54:25,99,30
36,2019-08-01 23:55:44,2019-08-10 01:31:48,30,54
36,2019-08-10 23:43:04,2019-08-26 18:49:16,54,99
36,2019-08-27 23:56:10,2019-09-27 01:31:25,99,111
36,2019-09-28 01:32:20,2019-11-01 01:02:26,111,59
36,2019-11-02 02:19:50,2019-11-09 02:31:43,59,54
36,2019-11-09 14:31:46,2019-11-13 00:45:11,54,76
36,2019-11-15 00:57:09,2019-11-29 02:31:17,76,104
36,2019-11-30 05:30:54,2019-12-12 04:30:21,104,13
36,2019-12-14 00:49:39,2019-12-25 21:54:36,13,73
37,2019-02-13 10:59:00,2019-02-27 01:59:00,34,121
37,2019-02-28 04:59:00,2019-03-31 15:57:54,121,10
37,2019-04-01 19:20:47,2019-04-13 01:15:54,10,20
37,2019-04-14 04:15:37,2019-04-28 07:30:05,20,91
37,2019-04-29 10:30:50,2019-05-27 05:46:58,91,126
37,2019-05-28 23:41:59,2019-06-05 23:44:41,126,54
37,2019-07-09 20:45:30,2019-08-07 04:31:17,54,57
37,2019-08-10 01:31:53,2019-08-21 13:31:59,57,140
37,2019-08-24 05:56:02,2019-09-06 08:55:12,140,138
37,2019-09-09 14:46:51,2019-10-06 03:21:32,138,126
37,2019-10-07 20:50:46,2019-11-02 16:29:19,126,160
37,2019-11-04 15:58:46,2019-11-19 17:31:24,160,36
37,2019-11-20 14:31:32,2019-12-04 11:29:00,36,165
38,2019-01-05 07:49:00,2019-01-12 16:56:00,82,36
38,2019-01-19 09:59:00,2019-01-28 16:51:00,36,53
38,2019-01-31 10:52:00,2019-02-03 13:47:00,53,140
38,2019-02-04 10:51:00,2019-02-20 01:53:00,140,138
38,2019-02-23 22:33:00,2019-03-19 00:27:00,138,140
38,2019-03-22 12:49:00,2019-03-24 15:42:00,140,53
38,2019-03-25 15:29:00,2019-04-21 16:56:22,53,54
38,2019-04-25 03:05:21,2019-05-10 04:31:27,54,100
38,2019-05-11 04:27:05,2019-05-20 20:49:01,100,22
38,2019-05-21 18:58:24,2019-06-11 17:52:22,22,100
38,2019-06-13 01:31:35,2019-06-22 07:19:01,100,30
38,2019-06-23 01:30:34,2019-06-26 01:20:48,30,34
38,2019-06-28 01:28:36,2019-09-28 05:41:58,34,54
38,2019-11-10 18:50:22,2019-11-17 02:31:08,54,100
38,2019-11-20 09:47:52,2019-12-03 21:46:09,100,22
38,2019-12-05 00:52:22,2019-12-17 18:55:01,22,100
38,2019-12-19 00:55:20,2019-12-24 20:57:54,100,7
39,2019-01-03 16:54:00,2019-02-22 19:33:00,57,91
39,2019-02-24 12:42:00,2019-04-06 04:25:12,91,104
39,2019-04-07 04:15:05,2019-04-20 01:30:23,104,30
39,2019-04-20 18:57:23,2019-05-04 01:32:06,30,104
39,2019-05-05 04:32:09,2019-05-18 07:14:09,104,13
39,2019-05-19 23:48:47,2019-05-27 17:46:10,13,99
39,2019-06-02 05:43:24,2019-06-12 07:12:23,99,40
39,2019-06-13 01:32:05,2019-07-15 23:54:19,40,160
39,2019-07-17 18:59:58,2019-08-03 04:28:28,160,15
39,2019-08-10 02:45:44,2019-08-26 16:25:49,15,91
39,2019-08-28 01:31:31,2019-09-17 01:31:13,91,54
39,2019-09-17 10:31:13,2019-09-23 02:57:20,54,29
39,2019-09-24 04:18:43,2019-10-30 04:30:43,29,138
39,2019-10-31 17:58:29,2019-11-18 21:48:38,138,33
39,2019-11-20 01:00:02,2019-12-08 14:30:21,33,160
40,2019-01-17 07:58:00,2019-02-13 07:57:00,82,20
40,2019-02-14 04:56:00,2019-02-27 10:58:00,20,10
40,2019-02-28 16:39:00,2019-03-11 06:47:00,10,20
40,2019-03-11 23:59:00,2019-03-21 09:32:00,20,37
40,2019-03-22 09:20:00,2019-04-08 06:50:25,37,54
40,2019-04-13 07:30:32,2019-04-19 02:15:57,54,32
40,2019-04-20 00:53:55,2019-04-30 23:46:50,32,54
40,2019-05-04 01:30:49,2019-05-11 21:48:36,54,99
40,2019-05-12 08:48:35,2019-05-27 23:48:06,99,18
40,2019-05-28 23:33:04,2019-06-11 04:55:20,18,73
40,2019-06-11 20:18:59,2019-06-18 07:31:24,73,54
40,2019-06-22 14:55:24,2019-06-30 18:59:33,54,11
40,2019-07-01 20:43:35,2019-07-11 06:28:19,11,99
40,2019-07-12 04:32:13,2019-07-23 23:51:19,99,63
40,2019-07-24 23:54:11,2019-08-16 09:30:00,63,10
40,2019-08-17 13:30:52,2019-09-14 05:59:04,10,45
40,2019-09-16 17:48:55,2019-10-17 14:55:58,45,138
40,2019-10-19 11:57:46,2019-11-19 18:33:16,138,34
40,2019-11-20 18:57:17,2019-11-22 00:55:26,34,38
40,2019-11-22 21:59:47,2019-12-03 02:32:08,38,99
40,2019-12-06 18:57:17,2019-12-16 21:14:49,99,38
41,2019-01-21 04:59:00,2019-02-10 01:58:00,72,34
41,2019-02-11 22:59:00,2019-02-26 00:06:00,34,72
41,2019-03-18 08:39:00,2019-03-30 19:16:14,72,104
41,2019-04-04 00:02:04,2019-04-15 22:19:41,104,13
41,2019-04-17 04:13:32,2019-05-01 10:30:49,13,104
41,2019-05-02 06:58:54,2019-05-24 17:55:53,104,99
41,2019-05-26 13:30:09,2019-05-27 05:46:34,99,32
41,2019-05-28 20:53:58,2019-06-04 02:53:44,32,121
41,2019-06-10 20:52:57,2019-06-17 23:47:09,121,32
41,2019-06-23 04:15:57,2019-06-23 13:31:56,32,99
41,2019-06-25 01:32:04,2019-06-29 13:31:13,99,54
41,2019-07-01 10:33:45,2019-07-23 02:52:44,54,57
41,2019-07-24 04:32:34,2019-08-25 23:20:51,57,149
41,2019-08-27 20:53:01,2019-09-07 20:47:47,149,104
41,2019-09-08 23:56:25,2019-09-19 02:46:33,104,154
41,2019-09-20 02:51:30,2019-10-02 01:30:40,154,104
41,2019-10-03 02:57:08,2019-10-17 23:46:07,104,149
41,2019-10-19 20:51:30,2019-11-14 11:31:04,149,10
41,2019-11-16 12:49:49,2019-12-11 06:53:51,10,35
42,2019-01-27 02:06:00,2019-02-25 07:58:00,7,80
42,2019-02-26 07:59:00,2019-03-19 12:54:00,80,10
42,2019-03-25 18:46:00,2019-04-04 01:15:08,10,140
42,2019-04-07 10:23:39,2019-04-13 13:31:26,140,10
42,2019-04-24 18:59:44,2019-04-26 07:30:23,10,19
42,2019-04-27 01:32:10,2019-04-28 23:55:10,19,10
42,2019-04-30 08:44:08,2019-05-02 06:17:18,10,19
42,2019-05-03 07:28:33,2019-05-05 07:14:16,19,10
42,2019-05-06 08:48:15,2019-05-13 05:52:52,10,19
42,2019-05-16 05:52:55,2019-05-18 08:43:39,19,10
42,2019-05-24 16:30:54,2019-05-26 07:30:33,10,19
42,2019-05-27 02:57:22,2019-05-28 20:51:12,19,10
42,2019-06-01 08:27:11,2019-06-20 10:24:53,10,31
42,2019-06-21 17:44:57,2019-07-03 13:30:19,31,10
42,2019-07-08 04:31:14,2019-07-23 16:30:42,10,31
42,2019-07-24 23:54:10,2019-08-05 08:48:09,31,10
42,2019-08-07 10:31:07,2019-08-10 10:13:06,10,19
42,2019-08-12 13:31:20,2019-08-14 20:46:25,19,10
42,2019-08-21 07:30:05,2019-08-29 23:44:19,10,20
42,2019-09-01 23:48:47,2019-09-14 05:46:25,20,46
42,2019-09-26 01:30:40,2019-10-06 10:28:31,46,10
42,2019-10-17 04:30:33,2019-11-22 00:55:25,10,54
42,2019-11-23 15:43:30,2019-12-02 09:57:54,54,121
43,2019-03-26 06:06:00,2019-04-27 20:51:43,30,97
43,2019-04-30 08:44:09,2019-05-14 13:30:25,97,67
43,2019-06-08 04:31:11,2019-07-04 08:48:37,67,97
43,2019-07-05 09:45:28,2019-08-06 20:48:59,97,30
43,2019-08-07 20:53:30,2019-09-18 07:31:36,30,97
43,2019-09-19 08:57:35,2019-10-31 14:53:37,97,23
43,2019-11-01 23:48:40,2019-11-24 08:30:03,23,10
44,2019-02-14 01:29:00,2019-02-25 22:51:00,72,104
44,2019-02-28 16:53:00,2019-03-11 03:47:00,104,13
44,2019-03-12 09:59:00,2019-03-28 06:57:00,13,104
44,2019-03-29 09:54:00,2019-04-10 22:19:36,104,13
44,2019-04-12 04:16:45,2019-04-26 01:56:45,13,99
44,2019-04-27 04:04:21,2019-05-07 02:57:00,99,38
44,2019-05-08 01:25:31,2019-05-17 15:36:55,38,73
44,2019-05-18 08:42:55,2019-05-23 11:54:02,73,54
44,2019-06-03 02:22:36,2019-06-07 07:31:24,54,7
44,2019-06-07 16:28:01,2019-06-22 01:30:43,7,104
44,2019-06-23 10:31:30,2019-07-07 04:11:57,104,13
44,2019-07-09 04:30:31,2019-08-04 05:44:04,13,138
44,2019-08-07 20:53:29,2019-09-15 04:28:30,138,114
44,2019-09-17 02:47:41,2019-10-09 18:59:29,114,91
44,2019-10-11 01:32:02,2019-10-31 01:31:31,91,54
44,2019-10-31 21:00:15,2019-11-09 00:49:16,54,30
44,2019-11-10 00:58:56,2019-11-23 05:31:35,30,73
44,2019-11-24 06:58:42,2019-12-09 02:31:49,73,154
45,2019-01-25 01:50:00,2019-02-06 11:28:00,38,32
45,2019-02-07 01:49:00,2019-02-17 07:58:00,32,34
45,2019-02-17 10:58:00,2019-02-20 01:45:00,34,70
45,2019-02-22 04:59:00,2019-03-21 21:47:00,70,138
45,2019-03-22 09:50:00,2019-04-23 07:10:58,138,23
45,2019-04-23 14:52:44,2019-05-26 18:59:57,23,138
45,2019-08-21 17:47:35,2019-09-23 20:52:09,138,45
45,2019-09-25 16:31:00,2019-10-20 23:49:59,45,91
45,2019-10-22 04:31:20,2019-11-16 03:48:47,91,154
45,2019-11-16 18:57:47,2019-11-30 15:52:02,154,104
45,2019-12-01 21:47:18,2019-12-14 02:28:10,104,13
46,2019-01-12 04:44:00,2019-01-21 04:25:00,156,30
46,2019-01-22 07:02:00,2019-01-27 07:53:00,30,7
46,2019-01-27 09:53:00,2019-02-07 13:54:00,7,92
46,2019-02-17 01:59:00,2019-02-25 03:42:00,92,30
46,2019-02-26 01:47:00,2019-03-08 22:45:00,30,156
46,2019-04-13 16:12:53,2019-05-10 01:10:58,156,54
46,2019-05-13 20:46:47,2019-06-02 23:53:12,54,18
46,2019-06-05 02:47:48,2019-06-14 03:18:48,18,156
46,2019-06-15 02:51:35,2019-06-24 01:23:49,156,63
46,2019-06-25 01:26:20,2019-07-07 23:50:57,63,121
46,2019-07-08 20:49:20,2019-08-01 20:45:17,121,91
46,2019-08-03 04:30:55,2019-08-22 09:09:21,91,83
46,2019-08-23 14:50:28,2019-08-27 10:31:44,83,165
46,2019-09-12 08:46:52,2019-10-08 02:51:45,165,87
46,2019-10-09 14:58:15,2019-10-19 10:27:37,87,91
46,2019-10-21 04:30:38,2019-11-18 00:52:12,91,88
46,2019-11-18 21:49:13,2019-12-13 00:40:15,88,149
47,2019-01-01 16:38:00,2019-01-14 10:53:00,10,15
47,2019-01-17 16:46:00,2019-02-24 07:40:00,15,138
47,2019-02-25 19:45:00,2019-03-14 21:49:00,138,136
47,2019-03-16 00:50:00,2019-03-22 22:23:00,136,46
47,2019-04-13 18:59:25,2019-05-18 16:30:55,46,138
47,2019-05-20 05:44:24,2019-06-04 14:49:50,138,102
47,2019-06-05 13:34:46,2019-06-14 08:14:21,102,37
47,2019-06-14 23:47:33,2019-06-24 04:31:21,37,126
47,2019-06-26 02:54:54,2019-07-27 11:54:15,126,138
47,2019-07-28 20:51:08,2019-08-10 08:55:06,138,120
47,2019-08-11 09:59:33,2019-08-25 07:30:06,120,138
47,2019-08-26 10:32:39,2019-10-14 11:53:04,138,54
47,2019-10-15 01:30:46,2019-10-24 23:49:24,54,11
47,2019-10-26 01:30:58,2019-11-28 15:50:36,11,10
47,2019-11-30 08:30:34,2019-12-05 06:44:39,10,19
47,2019-12-07 21:48:29,2019-12-14 14:28:01,19,160
48,2019-01-19 10:59:00,2019-02-25 13:20:00,98,54
48,2019-03-19 00:52:00,2019-03-30 19:17:30,54,99
48,2019-03-31 22:22:45,2019-04-10 05:09:31,99,74
48,2019-04-12 01:24:30,2019-04-22 04:25:10,74,99
48,2019-05-01 20:44:28,2019-05-13 22:16:15,99,74
48,2019-05-15 04:31:21,2019-05-19 01:37:02,74,54
48,2019-05-19 17:44:36,2019-05-26 02:54:19,54,99
48,2019-06-05 02:47:12,2019-06-14 23:48:08,99,30
48,2019-06-16 07:30:55,2019-06-28 20:48:02,30,104
48,2019-06-29 23:47:19,2019-07-11 01:27:22,104,13
48,2019-07-13 02:56:05,2019-07-25 16:31:38,13,104
48,2019-07-26 17:55:41,2019-08-07 01:16:36,104,13
48,2019-08-07 23:52:31,2019-08-19 05:42:52,13,99
48,2019-08-22 07:31:08,2019-08-31 04:22:48,99,111
48,2019-09-01 02:54:39,2019-09-13 05:54:27,111,104
48,2019-09-14 05:01:04,2019-09-25 08:53:59,104,54
48,2019-09-27 23:50:58,2019-10-22 01:08:01,54,91
48,2019-10-23 05:43:53,2019-11-13 00:34:45,91,35
49,2019-01-06 01:55:00,2019-01-15 22:54:00,88,54
49,2019-01-16 13:54:00,2019-03-04 16:43:00,54,138
49,2019-03-07 22:57:00,2019-04-08 02:42:29,138,126
49,2019-04-09 22:14:57,2019-05-18 11:46:45,126,10
49,2019-05-30 08:40:53,2019-06-07 01:31:32,10,160
49,2019-06-08 18:59:38,2019-06-21 23:50:48,160,36
49,2019-06-23 01:31:32,2019-07-09 10:31:43,36,160
49,2019-07-10 18:59:40,2019-07-24 01:29:29,160,144
49,2019-07-25 07:32:02,2019-08-14 11:40:21,144,160
49,2019-08-15 11:50:29,2019-08-29 07:32:28,160,144
49,2019-09-01 13:32:27,2019-09-17 14:54:26,144,160
49,2019-09-19 08:57:37,2019-10-01 23:49:06,160,36
49,2019-10-04 01:31:59,2019-10-16 20:47:18,36,138
49,2019-10-17 23:54:31,2019-11-03 14:29:52,138,27
49,2019-11-06 09:53:54,2019-11-19 08:32:26,27,138
50,2019-03-28 00:59:00,2019-04-11 21:42:40,72,92
50,2019-04-14 18:02:06,2019-04-19 19:12:40,92,121
50,2019-04-21 01:25:00,2019-05-01 01:19:29,121,32
50,2019-05-01 23:49:05,2019-05-06 23:52:28,32,54
50,2019-05-09 04:27:47,2019-05-23 16:30:44,54,104
50,2019-05-24 20:48:44,2019-06-04 14:45:46,104,13
50,2019-06-05 20:39:46,2019-06-19 01:30:36,13,104
50,2019-06-20 02:54:20,2019-07-01 01:00:55,104,76
50,2019-07-02 04:31:36,2019-07-11 03:49:24,76,32
50,2019-07-11 18:42:13,2019-07-18 23:47:08,32,54
50,2019-07-22 23:50:47,2019-08-13 07:32:07,54,91
50,2019-08-14 08:57:44,2019-08-29 10:30:42,91,140
50,2019-08-31 04:31:40,2019-09-18 13:31:21,140,138
50,2019-09-21 16:29:32,2019-11-02 02:47:37,138,35
50,2019-11-03 05:56:40,2019-11-13 00:53:21,35,37
50,2019-11-14 06:25:21,2019-11-28 01:22:22,37,54
51,2019-01-16 21:54:00,2019-02-13 07:55:00,97,30
51,2019-04-18 20:43:33,2019-05-22 13:30:52,30,97
51,2019-05-23 13:32:24,2019-06-19 20:45:30,97,143
51,2019-06-20 20:48:47,2019-07-15 10:32:58,143,100
51,2019-07-16 17:50:47,2019-07-28 23:56:30,100,72
51,2019-07-30 02:54:57,2019-08-12 05:38:54,72,54
51,2019-09-30 02:43:16,2019-10-21 08:41:02,54,57
51,2019-10-23 16:25:13,2019-11-24 20:36:50,57,149
52,2019-02-03 04:45:00,2019-04-14 22:15:24,23,104
52,2019-04-15 22:18:24,2019-04-30 05:39:21,104,13
52,2019-05-01 23:48:32,2019-05-13 18:58:36,13,104
52,2019-05-14 20:54:38,2019-05-27 04:26:16,104,13
52,2019-05-28 23:29:12,2019-06-06 11:41:36,13,32
52,2019-06-07 16:23:28,2019-06-12 07:09:05,32,54
52,2019-06-16 23:44:49,2019-06-23 10:29:44,54,99
52,2019-06-24 18:05:41,2019-06-25 02:12:55,99,32
52,2019-06-26 04:31:46,2019-07-08 07:04:31,32,34
52,2019-07-08 08:10:31,2019-07-16 01:16:25,34,98
52,2019-07-16 18:49:49,2019-08-03 08:51:35,98,32
52,2019-08-03 23:53:15,2019-08-17 17:42:25,32,30
52,2019-08-18 17:39:37,2019-08-29 04:29:12,30,104
52,2019-08-30 02:50:14,2019-09-24 01:20:16,104,13
52,2019-09-25 20:58:53,2019-10-06 14:50:34,13,32
52,2019-10-07 13:32:01,2019-10-14 01:30:42,32,121
52,2019-10-15 20:49:37,2019-11-07 05:27:09,121,57
53,2019-01-09 10:58:00,2019-01-19 01:43:00,104,76
53,2019-01-20 07:59:00,2019-02-04 16:56:00,76,104
53,2019-02-05 13:42:00,2019-02-18 04:55:00,104,13
53,2019-02-19 07:59:00,2019-03-05 07:45:00,13,104
53,2019-03-06 10:53:00,2019-03-22 06:55:00,104,13
53,2019-03-24 06:59:00,2019-04-09 01:29:51,13,104
53,2019-04-09 18:59:51,2019-04-24 04:22:08,104,13
53,2019-04-26 02:49:48,2019-05-06 22:24:33,13,32
53,2019-05-07 17:33:34,2019-05-12 10:30:49,32,54
53,2019-05-16 01:32:37,2019-05-23 03:30:18,54,32
53,2019-05-24 02:49:32,2019-06-03 00:38:26,32,38
53,2019-06-03 11:56:11,2019-06-16 04:30:25,38,104
53,2019-06-17 02:48:43,2019-06-29 23:40:44,104,149
53,2019-07-02 20:50:13,2019-07-12 14:53:01,149,32
53,2019-07-13 14:54:20,2019-07-18 05:41:52,32,54
53,2019-07-19 20:50:54,2019-07-25 20:00:18,54,7
53,2019-07-26 18:59:42,2019-08-24 07:12:52,7,10
53,2019-08-25 08:48:15,2019-09-02 20:46:23,10,83
53,2019-09-08 09:01:32,2019-09-09 20:52:05,83,138
53,2019-09-12 10:30:56,2019-10-18 11:54:22,138,35
53,2019-10-19 20:51:42,2019-11-17 11:32:06,35,165
53,2019-11-24 17:30:21,2019-12-10 17:30:36,165,33
53,2019-12-12 05:31:37,2019-12-27 09:49:11,33,165
54,2019-01-07 13:59:00,2019-01-15 04:55:00,92,70
54,2019-01-15 18:58:00,2019-01-16 04:55:00,70,149
54,2019-01-18 01:59:00,2019-02-01 04:41:00,149,104
54,2019-02-02 04:54:00,2019-02-14 01:38:00,104,149
54,2019-02-15 01:59:00,2019-02-26 10:52:00,149,104
54,2019-02-27 13:51:00,2019-03-10 04:43:00,104,70
